_id,Año,Entidad,Población,Sexo,Edad,Cantidad,Totales,Porcentaje,Tasa
4732,2015,HIDALGO,Población hablante de lengua indígena,Hombre,15 a 17 años,9472,78241,0.121061847,
4733,2015,JALISCO,Población hablante de lengua indígena,Hombre,15 a 17 años,1618,216711,0.007466165,
4734,2015,MÉXICO,Población hablante de lengua indígena,Hombre,15 a 17 años,4448,429663,0.010352299,
4735,2015,MICHOACÁN,Población hablante de lengua indígena,Hombre,15 a 17 años,3749,125767,0.029809091,
4736,2015,MORELOS,Población hablante de lengua indígena,Hombre,15 a 17 años,565,50369,0.011217217,
4737,2015,NAYARIT,Población hablante de lengua indígena,Hombre,15 a 17 años,2241,32620,0.068700184,
4738,2015,NUEVO LEÓN,Población hablante de lengua indígena,Hombre,15 a 17 años,666,132296,0.005034166,
4739,2015,OAXACA,Población hablante de lengua indígena,Hombre,15 a 17 años,32647,112404,0.290443401,
4740,2015,PUEBLA,Población hablante de lengua indígena,Hombre,15 a 17 años,16538,178101,0.092857424,
4741,2015,QUERÉTARO,Población hablante de lengua indígena,Hombre,15 a 17 años,772,56869,0.013575058,
4742,2015,QUINTANA ROO,Población hablante de lengua indígena,Hombre,15 a 17 años,3423,38614,0.088646605,
4743,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Hombre,15 a 17 años,8121,78213,0.103831844,
4744,2015,SINALOA,Población hablante de lengua indígena,Hombre,15 a 17 años,1273,84376,0.015087229,
4745,2015,SONORA,Población hablante de lengua indígena,Hombre,15 a 17 años,1160,80599,0.014392238,
4746,2015,TABASCO,Población hablante de lengua indígena,Hombre,15 a 17 años,1289,61913,0.020819537,
4747,2015,TAMAULIPAS,Población hablante de lengua indígena,Hombre,15 a 17 años,219,92901,0.002357348,
4748,2015,TLAXCALA,Población hablante de lengua indígena,Hombre,15 a 17 años,421,36061,0.011674662,
4749,2015,VERACRUZ,Población hablante de lengua indígena,Hombre,15 a 17 años,19008,220922,0.086039417,
4750,2015,YUCATÁN,Población hablante de lengua indígena,Hombre,15 a 17 años,10620,55320,0.19197397,
4751,2015,ZACATECAS,Población hablante de lengua indígena,Hombre,15 a 17 años,69,44168,0.001562217,
4752,2015,NACIONAL,Población hablante de lengua indígena,Hombre,15 a 17 años,195678,3256006,0.060097555,
4753,2015,AGUASCALIENTES,Población hablante de lengua indígena,Hombre,3 a 17 años,249,198295,0.001255705,
4754,2015,BAJA CALIFORNIA,Población hablante de lengua indígena,Hombre,3 a 17 años,2590,457473,0.005661536,
4755,2015,BAJA CALIFORNIA SUR,Población hablante de lengua indígena,Hombre,3 a 17 años,443,95871,0.004620793,
4756,2015,CAMPECHE,Población hablante de lengua indígena,Hombre,3 a 17 años,5936,122837,0.048324202,
4757,2015,CHIAPAS,Población hablante de lengua indígena,Hombre,3 a 17 años,274883,864090,0.318118483,
4758,2015,CHIHUAHUA,Población hablante de lengua indígena,Hombre,3 a 17 años,14478,512254,0.028263322,
4759,2015,COAHUILA,Población hablante de lengua indígena,Hombre,3 a 17 años,304,420295,0.000723301,
4760,2015,COLIMA,Población hablante de lengua indígena,Hombre,3 a 17 años,303,96105,0.003152802,
4761,2015,CIUDAD DE MÉXICO,Población hablante de lengua indígena,Hombre,3 a 17 años,3992,929355,0.004295452,
4762,2015,DURANGO,Población hablante de lengua indígena,Hombre,3 a 17 años,8678,261245,0.033217861,
4763,2015,GUANAJUATO,Población hablante de lengua indígena,Hombre,3 a 17 años,1319,864785,0.001525235,
4764,2015,GUERRERO,Población hablante de lengua indígena,Hombre,3 a 17 años,95709,555889,0.172172862,
4765,2015,HIDALGO,Población hablante de lengua indígena,Hombre,3 a 17 años,45017,414625,0.108572807,
4766,2015,JALISCO,Población hablante de lengua indígena,Hombre,3 a 17 años,7746,1110489,0.006975305,
4767,2015,MÉXICO,Población hablante de lengua indígena,Hombre,3 a 17 años,16107,2211089,0.007284646,
4768,2015,MICHOACÁN,Población hablante de lengua indígena,Hombre,3 a 17 años,18805,664395,0.028303946,
4769,2015,MORELOS,Población hablante de lengua indígena,Hombre,3 a 17 años,2453,253521,0.009675727,
4770,2015,NAYARIT,Población hablante de lengua indígena,Hombre,3 a 17 años,12021,170344,0.070568966,
4771,2015,NUEVO LEÓN,Población hablante de lengua indígena,Hombre,3 a 17 años,1954,677578,0.002883801,
4772,2015,OAXACA,Población hablante de lengua indígena,Hombre,3 a 17 años,158758,594955,0.266840349,
4773,2015,PUEBLA,Población hablante de lengua indígena,Hombre,3 a 17 años,77109,923020,0.083539902,
4774,2015,QUERÉTARO,Población hablante de lengua indígena,Hombre,3 a 17 años,3165,290851,0.01088186,
4775,2015,QUINTANA ROO,Población hablante de lengua indígena,Hombre,3 a 17 años,13987,205226,0.068154133,
4776,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Hombre,3 a 17 años,37138,398067,0.093295852,
4777,2015,SINALOA,Población hablante de lengua indígena,Hombre,3 a 17 años,3572,412723,0.008654715,
4778,2015,SONORA,Población hablante de lengua indígena,Hombre,3 a 17 años,4669,399309,0.011692699,
4779,2015,TABASCO,Población hablante de lengua indígena,Hombre,3 a 17 años,4635,340242,0.013622657,
4780,2015,TAMAULIPAS,Población hablante de lengua indígena,Hombre,3 a 17 años,837,479232,0.001746544,
4781,2015,TLAXCALA,Población hablante de lengua indígena,Hombre,3 a 17 años,1987,186718,0.010641716,
4782,2015,VERACRUZ,Población hablante de lengua indígena,Hombre,3 a 17 años,87864,1110564,0.079116557,
4783,2015,YUCATÁN,Población hablante de lengua indígena,Hombre,3 a 17 años,40888,277356,0.147420644,
4784,2015,ZACATECAS,Población hablante de lengua indígena,Hombre,3 a 17 años,614,233768,0.002626536,
4785,2015,NACIONAL,Población hablante de lengua indígena,Hombre,3 a 17 años,948210,16732566,0.056668535,
4786,2015,AGUASCALIENTES,Población hablante de lengua indígena,Mujer,3 a 4 años,5,25691,0.000194621,
4787,2015,BAJA CALIFORNIA,Población hablante de lengua indígena,Mujer,3 a 4 años,401,59577,0.006730785,
4788,2015,BAJA CALIFORNIA SUR,Población hablante de lengua indígena,Mujer,3 a 4 años,71,13309,0.005334736,
4789,2015,CAMPECHE,Población hablante de lengua indígena,Mujer,3 a 4 años,422,17200,0.024534884,
4790,2015,CHIAPAS,Población hablante de lengua indígena,Mujer,3 a 4 años,37505,120918,0.310168875,
4791,2015,CHIHUAHUA,Población hablante de lengua indígena,Mujer,3 a 4 años,2020,66211,0.030508526,
4792,2015,COAHUILA,Población hablante de lengua indígena,Mujer,3 a 4 años,26,54551,0.000476618,
4793,2015,COLIMA,Población hablante de lengua indígena,Mujer,3 a 4 años,18,12307,0.001462582,
4794,2015,CIUDAD DE MÉXICO,Población hablante de lengua indígena,Mujer,3 a 4 años,429,113011,0.003796091,
4795,2015,DURANGO,Población hablante de lengua indígena,Mujer,3 a 4 años,1360,36098,0.037675217,
4796,2015,GUANAJUATO,Población hablante de lengua indígena,Mujer,3 a 4 años,62,111855,0.000554289,
4797,2015,GUERRERO,Población hablante de lengua indígena,Mujer,3 a 4 años,11405,73519,0.155129966,
4798,2015,HIDALGO,Población hablante de lengua indígena,Mujer,3 a 4 años,4073,52063,0.078232142,
4799,2015,JALISCO,Población hablante de lengua indígena,Mujer,3 a 4 años,892,145353,0.006136784,
4800,2015,MÉXICO,Población hablante de lengua indígena,Mujer,3 a 4 años,986,275444,0.003579675,
4801,2015,MICHOACÁN,Población hablante de lengua indígena,Mujer,3 a 4 años,2325,91134,0.025511884,
4802,2015,MORELOS,Población hablante de lengua indígena,Mujer,3 a 4 años,266,32094,0.008288154,
4803,2015,NAYARIT,Población hablante de lengua indígena,Mujer,3 a 4 años,1652,23549,0.070151599,
4804,2015,NUEVO LEÓN,Población hablante de lengua indígena,Mujer,3 a 4 años,188,88555,0.002122974,
4805,2015,OAXACA,Población hablante de lengua indígena,Mujer,3 a 4 años,17076,76566,0.223023274,
4806,2015,PUEBLA,Población hablante de lengua indígena,Mujer,3 a 4 años,7072,119443,0.059208158,
4807,2015,QUERÉTARO,Población hablante de lengua indígena,Mujer,3 a 4 años,226,36655,0.006165598,
4808,2015,QUINTANA ROO,Población hablante de lengua indígena,Mujer,3 a 4 años,1062,28483,0.037285398,
4809,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Mujer,3 a 4 años,3021,48561,0.062210416,
4810,2015,SINALOA,Población hablante de lengua indígena,Mujer,3 a 4 años,397,49195,0.008069926,
4811,2015,SONORA,Población hablante de lengua indígena,Mujer,3 a 4 años,453,51537,0.008789802,
4812,2015,TABASCO,Población hablante de lengua indígena,Mujer,3 a 4 años,397,45976,0.00863494,
4813,2015,TAMAULIPAS,Población hablante de lengua indígena,Mujer,3 a 4 años,75,61692,0.001215717,
4814,2015,TLAXCALA,Población hablante de lengua indígena,Mujer,3 a 4 años,121,23399,0.005171161,
4815,2015,VERACRUZ,Población hablante de lengua indígena,Mujer,3 a 4 años,8129,138536,0.058677889,
4816,2015,YUCATÁN,Población hablante de lengua indígena,Mujer,3 a 4 años,2922,34470,0.084769365,
4817,2015,ZACATECAS,Población hablante de lengua indígena,Mujer,3 a 4 años,76,31688,0.002398384,
4818,2015,NACIONAL,Población hablante de lengua indígena,Mujer,3 a 4 años,105133,2158640,0.04870335,
4819,2015,AGUASCALIENTES,Población hablante de lengua indígena,Mujer,5 a 9 años,69,62437,0.001105114,
4820,2015,BAJA CALIFORNIA,Población hablante de lengua indígena,Mujer,5 a 9 años,1206,148176,0.00813897,
4821,2015,BAJA CALIFORNIA SUR,Población hablante de lengua indígena,Mujer,5 a 9 años,152,31673,0.00479904,
4822,2015,CAMPECHE,Población hablante de lengua indígena,Mujer,5 a 9 años,1638,40316,0.040629031,
4823,2015,CHIAPAS,Población hablante de lengua indígena,Mujer,5 a 9 años,95433,290694,0.32829367,
4824,2015,CHIHUAHUA,Población hablante de lengua indígena,Mujer,5 a 9 años,5169,167383,0.030881272,
4825,2015,COAHUILA,Población hablante de lengua indígena,Mujer,5 a 9 años,65,132818,0.000489391,
4826,2015,COLIMA,Población hablante de lengua indígena,Mujer,5 a 9 años,60,30538,0.001964765,
4827,2015,CIUDAD DE MÉXICO,Población hablante de lengua indígena,Mujer,5 a 9 años,912,297402,0.003066556,
4828,2015,DURANGO,Población hablante de lengua indígena,Mujer,5 a 9 años,3020,84945,0.035552416,
4829,2015,GUANAJUATO,Población hablante de lengua indígena,Mujer,5 a 9 años,472,275330,0.001714306,
4830,2015,GUERRERO,Población hablante de lengua indígena,Mujer,5 a 9 años,31075,178474,0.174114997,
4831,2015,HIDALGO,Población hablante de lengua indígena,Mujer,5 a 9 años,14686,136432,0.107643368,
4832,2015,JALISCO,Población hablante de lengua indígena,Mujer,5 a 9 años,2296,360013,0.006377547,
4833,2015,MÉXICO,Población hablante de lengua indígena,Mujer,5 a 9 años,4850,714693,0.006786131,
4834,2015,MICHOACÁN,Población hablante de lengua indígena,Mujer,5 a 9 años,6693,218376,0.030648972,
4835,2015,MORELOS,Población hablante de lengua indígena,Mujer,5 a 9 años,722,80567,0.008961485,
4836,2015,NAYARIT,Población hablante de lengua indígena,Mujer,5 a 9 años,4061,55644,0.072981813,
4837,2015,NUEVO LEÓN,Población hablante de lengua indígena,Mujer,5 a 9 años,519,218963,0.002370263,
4838,2015,OAXACA,Población hablante de lengua indígena,Mujer,5 a 9 años,50738,196696,0.257951356,
4839,2015,PUEBLA,Población hablante de lengua indígena,Mujer,5 a 9 años,24095,298871,0.080620067,
4840,2015,QUERÉTARO,Población hablante de lengua indígena,Mujer,5 a 9 años,903,92011,0.009814044,
4841,2015,QUINTANA ROO,Población hablante de lengua indígena,Mujer,5 a 9 años,3927,69675,0.056361679,
4842,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Mujer,5 a 9 años,10841,126794,0.085500891,
4843,2015,SINALOA,Población hablante de lengua indígena,Mujer,5 a 9 años,1090,131933,0.008261769,
4844,2015,SONORA,Población hablante de lengua indígena,Mujer,5 a 9 años,1426,129539,0.011008268,
4845,2015,TABASCO,Población hablante de lengua indígena,Mujer,5 a 9 años,1388,111676,0.012428812,
4846,2015,TAMAULIPAS,Población hablante de lengua indígena,Mujer,5 a 9 años,304,157756,0.001927027,
4847,2015,TLAXCALA,Población hablante de lengua indígena,Mujer,5 a 9 años,723,60305,0.011989056,
4848,2015,VERACRUZ,Población hablante de lengua indígena,Mujer,5 a 9 años,26168,348950,0.074990686,
4849,2015,YUCATÁN,Población hablante de lengua indígena,Mujer,5 a 9 años,11304,89424,0.126409018,
4850,2015,ZACATECAS,Población hablante de lengua indígena,Mujer,5 a 9 años,155,76811,0.00201794,
4851,2015,NACIONAL,Población hablante de lengua indígena,Mujer,5 a 9 años,306160,5415315,0.056535954,
4852,2015,AGUASCALIENTES,Población hablante de lengua indígena,Mujer,10 a 14 años,79,67642,0.001167913,
4853,2015,BAJA CALIFORNIA,Población hablante de lengua indígena,Mujer,10 a 14 años,1355,151999,0.008914532,
4854,2015,BAJA CALIFORNIA SUR,Población hablante de lengua indígena,Mujer,10 a 14 años,168,31606,0.005315446,
4855,2015,CAMPECHE,Población hablante de lengua indígena,Mujer,10 a 14 años,2137,40477,0.052795415,
4856,2015,CHIAPAS,Población hablante de lengua indígena,Mujer,10 a 14 años,92120,281382,0.327384125,
4857,2015,CHIHUAHUA,Población hablante de lengua indígena,Mujer,10 a 14 años,5035,168895,0.029811421,
4858,2015,COAHUILA,Población hablante de lengua indígena,Mujer,10 a 14 años,107,139425,0.000767438,
4859,2015,COLIMA,Población hablante de lengua indígena,Mujer,10 a 14 años,111,31136,0.003565005,
4860,2015,CIUDAD DE MÉXICO,Población hablante de lengua indígena,Mujer,10 a 14 años,1275,311604,0.004091732,
4861,2015,DURANGO,Población hablante de lengua indígena,Mujer,10 a 14 años,2765,84226,0.032828343,
4862,2015,GUANAJUATO,Población hablante de lengua indígena,Mujer,10 a 14 años,456,289067,0.001577489,
4863,2015,GUERRERO,Población hablante de lengua indígena,Mujer,10 a 14 años,34550,183775,0.188001632,
4864,2015,HIDALGO,Población hablante de lengua indígena,Mujer,10 a 14 años,17210,138302,0.124437824,
4865,2015,JALISCO,Población hablante de lengua indígena,Mujer,10 a 14 años,2681,371092,0.007224624,
4866,2015,MÉXICO,Población hablante de lengua indígena,Mujer,10 a 14 años,7248,743189,0.009752566,
4867,2015,MICHOACÁN,Población hablante de lengua indígena,Mujer,10 a 14 años,6952,219155,0.031721841,
4868,2015,MORELOS,Población hablante de lengua indígena,Mujer,10 a 14 años,760,83454,0.009106813,
4869,2015,NAYARIT,Población hablante de lengua indígena,Mujer,10 a 14 años,3760,52281,0.071919053,
4870,2015,NUEVO LEÓN,Población hablante de lengua indígena,Mujer,10 a 14 años,643,221661,0.002900826,
4871,2015,OAXACA,Población hablante de lengua indígena,Mujer,10 a 14 años,57568,199675,0.288308501,
4872,2015,PUEBLA,Población hablante de lengua indígena,Mujer,10 a 14 años,29498,313341,0.09414025,
4873,2015,QUERÉTARO,Población hablante de lengua indígena,Mujer,10 a 14 años,1286,94799,0.013565544,
4874,2015,QUINTANA ROO,Población hablante de lengua indígena,Mujer,10 a 14 años,5632,65439,0.086064885,
4875,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Mujer,10 a 14 años,14336,138673,0.103379894,
4876,2015,SINALOA,Población hablante de lengua indígena,Mujer,10 a 14 años,979,134685,0.007268812,
4877,2015,SONORA,Población hablante de lengua indígena,Mujer,10 a 14 años,1532,129680,0.011813695,
4878,2015,TABASCO,Población hablante de lengua indígena,Mujer,10 a 14 años,1961,111578,0.017575149,
4879,2015,TAMAULIPAS,Población hablante de lengua indígena,Mujer,10 a 14 años,302,154450,0.001955325,
4880,2015,TLAXCALA,Población hablante de lengua indígena,Mujer,10 a 14 años,868,62647,0.013855412,
4881,2015,VERACRUZ,Población hablante de lengua indígena,Mujer,10 a 14 años,32841,367174,0.089442608,
4882,2015,YUCATÁN,Población hablante de lengua indígena,Mujer,10 a 14 años,15026,92658,0.162166246,
4883,2015,ZACATECAS,Población hablante de lengua indígena,Mujer,10 a 14 años,141,76234,0.001849568,
4884,2015,NACIONAL,Población hablante de lengua indígena,Mujer,10 a 14 años,341382,5551401,0.061494747,
4885,2015,AGUASCALIENTES,Población hablante de lengua indígena,Mujer,15 a 17 años,34,37113,0.000916121,
4886,2015,BAJA CALIFORNIA,Población hablante de lengua indígena,Mujer,15 a 17 años,651,86804,0.007499654,
4887,2015,BAJA CALIFORNIA SUR,Población hablante de lengua indígena,Mujer,15 a 17 años,114,18051,0.00631544,
4888,2015,CAMPECHE,Población hablante de lengua indígena,Mujer,15 a 17 años,1506,24007,0.062731703,
4889,2015,CHIAPAS,Población hablante de lengua indígena,Mujer,15 a 17 años,49269,157748,0.312327256,
4890,2015,CHIHUAHUA,Población hablante de lengua indígena,Mujer,15 a 17 años,2884,96118,0.030004786,
4891,2015,COAHUILA,Población hablante de lengua indígena,Mujer,15 a 17 años,32,79368,0.000403185,
4892,2015,COLIMA,Población hablante de lengua indígena,Mujer,15 a 17 años,72,17424,0.004132231,
4893,2015,CIUDAD DE MÉXICO,Población hablante de lengua indígena,Mujer,15 a 17 años,1069,186736,0.005724659,
4894,2015,DURANGO,Población hablante de lengua indígena,Mujer,15 a 17 años,1483,50116,0.029591348,
4895,2015,GUANAJUATO,Población hablante de lengua indígena,Mujer,15 a 17 años,280,169591,0.001651031,
4896,2015,GUERRERO,Población hablante de lengua indígena,Mujer,15 a 17 años,19049,109302,0.174278604,
4897,2015,HIDALGO,Población hablante de lengua indígena,Mujer,15 a 17 años,9094,75325,0.120730169,
4898,2015,JALISCO,Población hablante de lengua indígena,Mujer,15 a 17 años,1670,211209,0.00790686,
4899,2015,MÉXICO,Población hablante de lengua indígena,Mujer,15 a 17 años,4275,424394,0.010073187,
4900,2015,MICHOACÁN,Población hablante de lengua indígena,Mujer,15 a 17 años,4008,129188,0.031024553,
4901,2015,MORELOS,Población hablante de lengua indígena,Mujer,15 a 17 años,566,51132,0.011069389,
4902,2015,NAYARIT,Población hablante de lengua indígena,Mujer,15 a 17 años,2116,31577,0.067010799,
4903,2015,NUEVO LEÓN,Población hablante de lengua indígena,Mujer,15 a 17 años,878,133801,0.006561984,
4904,2015,OAXACA,Población hablante de lengua indígena,Mujer,15 a 17 años,33036,113268,0.291662252,
4905,2015,PUEBLA,Población hablante de lengua indígena,Mujer,15 a 17 años,16183,173272,0.09339651,
4906,2015,QUERÉTARO,Población hablante de lengua indígena,Mujer,15 a 17 años,826,55419,0.014904636,
4907,2015,QUINTANA ROO,Población hablante de lengua indígena,Mujer,15 a 17 años,3354,37934,0.088416724,
4908,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Mujer,15 a 17 años,7871,78236,0.100605859,
4909,2015,SINALOA,Población hablante de lengua indígena,Mujer,15 a 17 años,869,81767,0.010627759,
4910,2015,SONORA,Población hablante de lengua indígena,Mujer,15 a 17 años,919,76666,0.011987061,
4911,2015,TABASCO,Población hablante de lengua indígena,Mujer,15 a 17 años,1291,64030,0.020162424,
4912,2015,TAMAULIPAS,Población hablante de lengua indígena,Mujer,15 a 17 años,308,88237,0.003490599,
4913,2015,TLAXCALA,Población hablante de lengua indígena,Mujer,15 a 17 años,462,34961,0.013214725,
4914,2015,VERACRUZ,Población hablante de lengua indígena,Mujer,15 a 17 años,18257,214896,0.084957375,
4915,2015,YUCATÁN,Población hablante de lengua indígena,Mujer,15 a 17 años,9620,55970,0.171877792,
4916,2015,ZACATECAS,Población hablante de lengua indígena,Mujer,15 a 17 años,89,43185,0.002060901,
4917,2015,NACIONAL,Población hablante de lengua indígena,Mujer,15 a 17 años,192135,3206845,0.059914028,
4918,2015,AGUASCALIENTES,Población hablante de lengua indígena,Mujer,3 a 17 años,187,192883,0.0009695,
4919,2015,BAJA CALIFORNIA,Población hablante de lengua indígena,Mujer,3 a 17 años,3613,446556,0.008090811,
4920,2015,BAJA CALIFORNIA SUR,Población hablante de lengua indígena,Mujer,3 a 17 años,505,94639,0.005336067,
4921,2015,CAMPECHE,Población hablante de lengua indígena,Mujer,3 a 17 años,5703,122000,0.046745902,
4922,2015,CHIAPAS,Población hablante de lengua indígena,Mujer,3 a 17 años,274327,850742,0.322456162,
4923,2015,CHIHUAHUA,Población hablante de lengua indígena,Mujer,3 a 17 años,15108,498607,0.030300417,
4924,2015,COAHUILA,Población hablante de lengua indígena,Mujer,3 a 17 años,230,406162,0.000566277,
4925,2015,COLIMA,Población hablante de lengua indígena,Mujer,3 a 17 años,261,91405,0.002855424,
4926,2015,CIUDAD DE MÉXICO,Población hablante de lengua indígena,Mujer,3 a 17 años,3685,908753,0.004055007,
4927,2015,DURANGO,Población hablante de lengua indígena,Mujer,3 a 17 años,8628,255385,0.033784286,
4928,2015,GUANAJUATO,Población hablante de lengua indígena,Mujer,3 a 17 años,1270,845843,0.001501461,
4929,2015,GUERRERO,Población hablante de lengua indígena,Mujer,3 a 17 años,96079,545070,0.176269103,
4930,2015,HIDALGO,Población hablante de lengua indígena,Mujer,3 a 17 años,45063,402122,0.112063006,
4931,2015,JALISCO,Población hablante de lengua indígena,Mujer,3 a 17 años,7539,1087667,0.006931349,
4932,2015,MÉXICO,Población hablante de lengua indígena,Mujer,3 a 17 años,17359,2157720,0.008045066,
4933,2015,MICHOACÁN,Población hablante de lengua indígena,Mujer,3 a 17 años,19978,657853,0.030368487,
4934,2015,MORELOS,Población hablante de lengua indígena,Mujer,3 a 17 años,2314,247247,0.009359062,
4935,2015,NAYARIT,Población hablante de lengua indígena,Mujer,3 a 17 años,11589,163051,0.071075921,
4936,2015,NUEVO LEÓN,Población hablante de lengua indígena,Mujer,3 a 17 años,2228,662980,0.003360584,
4937,2015,OAXACA,Población hablante de lengua indígena,Mujer,3 a 17 años,158418,586205,0.270243345,
4938,2015,PUEBLA,Población hablante de lengua indígena,Mujer,3 a 17 años,76848,904927,0.084921767,
4939,2015,QUERÉTARO,Población hablante de lengua indígena,Mujer,3 a 17 años,3241,278884,0.011621319,
4940,2015,QUINTANA ROO,Población hablante de lengua indígena,Mujer,3 a 17 años,13975,201531,0.06934417,
4941,2015,SAN LUIS POTOSÍ,Población hablante de lengua indígena,Mujer,3 a 17 años,36069,392264,0.091950829,
4942,2015,SINALOA,Población hablante de lengua indígena,Mujer,3 a 17 años,3335,397580,0.008388249,
4943,2015,SONORA,Población hablante de lengua indígena,Mujer,3 a 17 años,4330,387422,0.011176443,
4944,2015,TABASCO,Población hablante de lengua indígena,Mujer,3 a 17 años,5037,333260,0.015114325,
4945,2015,TAMAULIPAS,Población hablante de lengua indígena,Mujer,3 a 17 años,989,462135,0.002140067,
4946,2015,TLAXCALA,Población hablante de lengua indígena,Mujer,3 a 17 años,2174,181312,0.011990381,
4947,2015,VERACRUZ,Población hablante de lengua indígena,Mujer,3 a 17 años,85395,1069556,0.079841542,
4948,2015,YUCATÁN,Población hablante de lengua indígena,Mujer,3 a 17 años,38872,272522,0.142638026,
4949,2015,ZACATECAS,Población hablante de lengua indígena,Mujer,3 a 17 años,461,227918,0.002022657,
4950,2015,NACIONAL,Población hablante de lengua indígena,Mujer,3 a 17 años,944810,16332201,0.057849521,
4951,2015,AGUASCALIENTES,Población sin afiliación a servicio de salud,Total,0 a 4 años,12044,127419,0.094522795,
4952,2015,BAJA CALIFORNIA,Población sin afiliación a servicio de salud,Total,0 a 4 años,51413,280637,0.183201075,
4953,2015,BAJA CALIFORNIA SUR,Población sin afiliación a servicio de salud,Total,0 a 4 años,5526,62513,0.088397613,
4954,2015,CAMPECHE,Población sin afiliación a servicio de salud,Total,0 a 4 años,10410,83155,0.125187902,
4955,2015,CHIAPAS,Población sin afiliación a servicio de salud,Total,0 a 4 años,135464,585445,0.231386381,
4956,2015,CHIHUAHUA,Población sin afiliación a servicio de salud,Total,0 a 4 años,36954,315326,0.117193,
4957,2015,COAHUILA,Población sin afiliación a servicio de salud,Total,0 a 4 años,33919,274796,0.123433383,
4958,2015,COLIMA,Población sin afiliación a servicio de salud,Total,0 a 4 años,5326,61349,0.086814781,
4959,2015,CIUDAD DE MÉXICO,Población sin afiliación a servicio de salud,Total,0 a 4 años,110553,542977,0.203605309,
4960,2015,DURANGO,Población sin afiliación a servicio de salud,Total,0 a 4 años,27436,174435,0.157284949,
4961,2015,GUANAJUATO,Población sin afiliación a servicio de salud,Total,0 a 4 años,65714,548371,0.119834929,
4962,2015,GUERRERO,Población sin afiliación a servicio de salud,Total,0 a 4 años,58937,356150,0.165483645,
4963,2015,HIDALGO,Población sin afiliación a servicio de salud,Total,0 a 4 años,41277,247472,0.166794627,
4964,2015,JALISCO,Población sin afiliación a servicio de salud,Total,0 a 4 años,105659,709346,0.148952697,
4965,2015,MÉXICO,Población sin afiliación a servicio de salud,Total,0 a 4 años,249917,1337907,0.18679699,
4966,2015,MICHOACÁN,Población sin afiliación a servicio de salud,Total,0 a 4 años,115495,445646,0.259163103,
4967,2015,MORELOS,Población sin afiliación a servicio de salud,Total,0 a 4 años,22766,157558,0.144492822,
4968,2015,NAYARIT,Población sin afiliación a servicio de salud,Total,0 a 4 años,18292,114799,0.159339367,
4969,2015,NUEVO LEÓN,Población sin afiliación a servicio de salud,Total,0 a 4 años,40373,431487,0.093567129,
4970,2015,OAXACA,Población sin afiliación a servicio de salud,Total,0 a 4 años,65756,369238,0.178085679,
4971,2015,PUEBLA,Población sin afiliación a servicio de salud,Total,0 a 4 años,112875,579826,0.19467047,
4972,2015,QUERÉTARO,Población sin afiliación a servicio de salud,Total,0 a 4 años,17996,183412,0.098117899,
4973,2015,QUINTANA ROO,Población sin afiliación a servicio de salud,Total,0 a 4 años,23774,136207,0.174543159,
4974,2015,SAN LUIS POTOSÍ,Población sin afiliación a servicio de salud,Total,0 a 4 años,19631,237402,0.082690963,
4975,2015,SINALOA,Población sin afiliación a servicio de salud,Total,0 a 4 años,31147,254499,0.12238555,
4976,2015,SONORA,Población sin afiliación a servicio de salud,Total,0 a 4 años,28460,252420,0.112748594,
4977,2015,TABASCO,Población sin afiliación a servicio de salud,Total,0 a 4 años,32146,226983,0.141622941,
4978,2015,TAMAULIPAS,Población sin afiliación a servicio de salud,Total,0 a 4 años,40490,301579,0.134260011,
4979,2015,TLAXCALA,Población sin afiliación a servicio de salud,Total,0 a 4 años,18563,114632,0.161935585,
4980,2015,VERACRUZ,Población sin afiliación a servicio de salud,Total,0 a 4 años,150394,686182,0.219175088,
4981,2015,YUCATÁN,Población sin afiliación a servicio de salud,Total,0 a 4 años,16970,171669,0.098853025,
4982,2015,ZACATECAS,Población sin afiliación a servicio de salud,Total,0 a 4 años,15904,155302,0.102406923,
4983,2015,NACIONAL,Población sin afiliación a servicio de salud,Total,0 a 4 años,1721581,10526139,0.163552942,
4984,2015,AGUASCALIENTES,Población sin afiliación a servicio de salud,Total,5 a 9 años,12654,126079,0.100365644,
4985,2015,BAJA CALIFORNIA,Población sin afiliación a servicio de salud,Total,5 a 9 años,50113,300330,0.166859788,
4986,2015,BAJA CALIFORNIA SUR,Población sin afiliación a servicio de salud,Total,5 a 9 años,6268,62959,0.099556854,
4987,2015,CAMPECHE,Población sin afiliación a servicio de salud,Total,5 a 9 años,7261,80830,0.089830508,
4988,2015,CHIAPAS,Población sin afiliación a servicio de salud,Total,5 a 9 años,81922,587491,0.139443838,
4989,2015,CHIHUAHUA,Población sin afiliación a servicio de salud,Total,5 a 9 años,35224,340686,0.103391393,
4990,2015,COAHUILA,Población sin afiliación a servicio de salud,Total,5 a 9 años,32534,270275,0.120373693,
4991,2015,COLIMA,Población sin afiliación a servicio de salud,Total,5 a 9 años,5880,63214,0.09301737,
